age,sex,body_type,height,job,lives_in_san_francisco,religious,sign,age_grouped
20,m,average,71.0,artistic / musical / writer,True,True,capricorn,20.0
20,m,athletic,75.0,other,False,True,unknown,20.0
23,m,athletic,71.0,executive / management,False,True,unknown,20.0
22,f,skinny,66.0,other,False,True,sagittarius,20.0
39,m,a little extra,72.0,medicine / health,False,False,sagittarius,35.0
26,m,thin,71.0,banking / financial / real estate,False,True,virgo,25.0
39,m,athletic,71.0,artistic / musical / writer,True,True,sagittarius,35.0
33,m,fit,69.0,artistic / musical / writer,False,False,aries,30.0
37,m,rather not say,71.0,science / tech / engineering,True,True,virgo,35.0
21,m,fit,75.0,education / academia,False,False,libra,20.0
51,m,fit,71.0,construction / craftsmanship,False,True,taurus,50.0
23,f,average,64.0,science / tech / engineering,False,True,aries,20.0
28,m,rather not say,64.0,sales / marketing / biz dev,True,True,virgo,25.0
28,m,average,67.0,sales / marketing / biz dev,True,True,capricorn,25.0
29,f,fit,67.0,sales / marketing / biz dev,True,True,aries,25.0
24,m,athletic,69.0,science / tech / engineering,False,True,unknown,20.0
30,m,average,71.0,not specified,True,False,libra,30.0
49,m,a little extra,67.0,sales / marketing / biz dev,False,True,libra,45.0
24,m,fit,71.0,not specified,False,True,capricorn,20.0
29,m,athletic,68.0,law / legal services,False,True,libra,25.0
24,m,average,72.0,science / tech / engineering,True,True,unknown,20.0
23,m,average,66.0,not specified,False,False,taurus,20.0
20,m,average,71.0,construction / craftsmanship,True,True,aquarius,20.0
43,m,athletic,68.0,other,True,True,pisces,40.0
25,m,athletic,70.0,clerical / administrative,False,False,cancer,25.0
29,m,average,71.0,not specified,True,True,gemini,25.0
34,m,thin,69.0,computer / hardware / software,True,False,leo,30.0
22,m,a little extra,68.0,other,True,True,leo,20.0
22,m,fit,68.0,not specified,False,False,pisces,20.0
24,m,fit,72.0,other,True,False,scorpio,20.0
22,m,a little extra,65.0,transportation,True,True,virgo,20.0
25,f,curvy,63.0,student,True,True,capricorn,25.0
46,f,average,64.0,other,True,False,leo,45.0
48,f,average,66.0,other,True,True,sagittarius,45.0
25,m,athletic,68.0,artistic / musical / writer,False,False,gemini,25.0
32,f,athletic,64.0,not specified,True,False,taurus,30.0
30,m,fit,69.0,science / tech / engineering,False,True,leo,30.0
21,m,thin,67.0,student,True,True,virgo,20.0
24,m,fit,71.0,science / tech / engineering,True,True,cancer,20.0
48,m,thin,74.0,computer / hardware / software,True,False,libra,45.0
46,m,fit,71.0,other,True,False,leo,45.0
21,m,average,68.0,student,False,True,virgo,20.0
26,m,rather not say,67.0,science / tech / engineering,True,True,virgo,25.0
22,m,rather not say,71.0,computer / hardware / software,False,True,unknown,20.0
19,m,rather not say,72.0,student,True,False,sagittarius,15.0
22,m,rather not say,72.0,other,False,True,cancer,20.0
40,m,fit,74.0,computer / hardware / software,True,False,cancer,40.0
40,m,average,69.0,entertainment / media,False,True,scorpio,40.0
52,f,overweight,68.0,medicine / health,False,False,sagittarius,50.0
44,m,athletic,71.0,banking / financial / real estate,False,True,leo,40.0
33,m,athletic,65.0,science / tech / engineering,False,True,unknown,30.0
29,m,fit,67.0,not specified,False,True,pisces,25.0
38,f,curvy,71.0,not specified,True,False,scorpio,35.0
41,m,average,74.0,hospitality / travel,True,False,taurus,40.0
46,f,fit,62.0,other,False,False,pisces,45.0
58,f,thin,67.0,sales / marketing / biz dev,False,False,virgo,55.0
27,m,athletic,74.0,computer / hardware / software,True,True,capricorn,25.0
26,m,rather not say,66.0,hospitality / travel,True,False,sagittarius,25.0
42,m,athletic,73.0,banking / financial / real estate,True,True,pisces,40.0
30,m,a little extra,76.0,computer / hardware / software,True,True,aries,30.0
20,m,thin,71.0,construction / craftsmanship,False,True,libra,20.0
28,m,average,68.0,artistic / musical / writer,False,True,leo,25.0
40,m,average,70.0,law / legal services,True,False,taurus,40.0
32,m,athletic,70.0,student,True,False,sagittarius,30.0
25,m,overweight,70.0,student,False,True,taurus,25.0
47,m,fit,70.0,not specified,True,True,libra,45.0
30,m,athletic,69.0,other,False,False,unknown,30.0
47,f,average,66.0,other,True,False,gemini,45.0
57,m,athletic,74.0,science / tech / engineering,True,True,sagittarius,55.0
56,m,athletic,73.0,other,False,False,taurus,55.0
31,f,fit,62.0,medicine / health,False,True,pisces,30.0
39,f,athletic,68.0,medicine / health,True,True,leo,35.0
20,m,athletic,77.0,other,True,True,scorpio,20.0
28,m,fit,74.0,computer / hardware / software,True,True,capricorn,25.0
31,f,curvy,65.0,medicine / health,False,False,unknown,30.0
25,f,curvy,64.0,other,False,False,virgo,25.0
28,m,skinny,71.0,banking / financial / real estate,False,False,pisces,25.0
25,m,average,74.0,medicine / health,True,True,gemini,25.0
38,m,full figured,77.0,other,False,False,scorpio,35.0
25,m,fit,73.0,hospitality / travel,True,True,capricorn,25.0
38,m,fit,70.0,medicine / health,True,True,sagittarius,35.0
21,m,athletic,73.0,banking / financial / real estate,False,False,sagittarius,20.0
27,m,fit,71.0,computer / hardware / software,True,False,unknown,25.0
22,m,fit,68.0,not specified,True,False,scorpio,20.0
40,m,a little extra,72.0,entertainment / media,True,False,libra,40.0
23,m,average,71.0,other,True,False,gemini,20.0
52,m,fit,75.0,science / tech / engineering,False,True,virgo,50.0
37,f,fit,67.0,not specified,True,True,taurus,35.0
27,m,average,73.0,construction / craftsmanship,False,False,unknown,25.0
30,f,average,71.0,other,False,True,unknown,30.0
33,m,average,66.0,education / academia,False,False,aries,30.0
30,f,thin,66.0,not specified,False,True,pisces,30.0
22,f,average,60.0,student,True,False,aquarius,20.0
25,f,rather not say,67.0,education / academia,False,False,aquarius,25.0
30,m,average,70.0,artistic / musical / writer,False,False,libra,30.0
27,m,rather not say,71.0,computer / hardware / software,False,True,aquarius,25.0
22,m,athletic,70.0,sales / marketing / biz dev,False,True,cancer,20.0
30,m,skinny,73.0,not specified,True,False,unknown,30.0
22,m,athletic,72.0,other,False,True,sagittarius,20.0
36,m,fit,76.0,executive / management,True,True,capricorn,35.0
23,m,fit,65.0,computer / hardware / software,False,True,sagittarius,20.0
24,m,a little extra,65.0,student,False,True,scorpio,20.0
25,m,thin,70.0,not specified,True,False,scorpio,25.0
45,m,average,69.0,not specified,False,False,unknown,45.0
22,m,average,73.0,student,True,False,aries,20.0
31,m,fit,62.0,banking / financial / real estate,True,True,aries,30.0
29,f,curvy,64.0,medicine / health,True,True,gemini,25.0
30,m,average,72.0,other,False,False,unknown,30.0
43,m,athletic,75.0,construction / craftsmanship,False,False,unknown,40.0
25,f,curvy,65.0,education / academia,False,False,cancer,25.0
26,f,thin,66.0,not specified,True,False,unknown,25.0
30,f,rather not say,66.0,clerical / administrative,False,True,cancer,30.0
29,m,average,66.0,other,False,False,libra,25.0
28,f,rather not say,65.0,student,False,True,taurus,25.0
37,m,thin,70.0,entertainment / media,False,True,unknown,35.0
32,f,thin,68.0,other,False,False,gemini,30.0
33,m,thin,73.0,artistic / musical / writer,True,True,gemini,30.0
28,m,athletic,70.0,artistic / musical / writer,False,True,sagittarius,25.0
39,m,average,69.0,science / tech / engineering,True,True,aries,35.0
26,m,rather not say,67.0,not specified,True,True,unknown,25.0
20,m,a little extra,68.0,student,False,False,gemini,20.0
25,m,fit,76.0,sales / marketing / biz dev,True,True,libra,25.0
36,m,average,71.0,sales / marketing / biz dev,True,True,libra,35.0
42,m,rather not say,71.0,computer / hardware / software,False,True,aries,40.0
31,m,athletic,70.0,not specified,True,False,unknown,30.0
45,m,fit,66.0,not specified,False,False,aries,45.0
30,f,average,62.0,student,True,False,cancer,30.0
33,m,athletic,70.0,not specified,True,True,unknown,30.0
31,m,athletic,74.0,science / tech / engineering,False,False,unknown,30.0
48,m,athletic,69.0,medicine / health,False,True,pisces,45.0
30,m,skinny,77.0,computer / hardware / software,True,True,virgo,30.0
40,m,athletic,70.0,other,False,False,taurus,40.0
33,m,average,70.0,science / tech / engineering,True,False,taurus,30.0
30,m,fit,70.0,computer / hardware / software,False,True,cancer,30.0
24,m,fit,70.0,not specified,False,True,cancer,20.0
34,f,full figured,63.0,other,False,False,aries,30.0
34,m,average,73.0,computer / hardware / software,True,False,scorpio,30.0
26,f,average,66.0,clerical / administrative,True,True,aquarius,25.0
29,m,average,68.0,other,False,True,taurus,25.0
31,f,a little extra,64.0,education / academia,False,True,capricorn,30.0
36,m,fit,68.0,artistic / musical / writer,True,False,aries,35.0
26,m,fit,70.0,computer / hardware / software,True,False,aries,25.0
34,m,athletic,68.0,medicine / health,True,True,libra,30.0
36,m,athletic,68.0,banking / financial / real estate,True,True,gemini,35.0
22,f,a little extra,67.0,education / academia,False,True,pisces,20.0
33,m,fit,71.0,medicine / health,True,True,unknown,30.0
27,f,curvy,68.0,other,True,True,cancer,25.0
25,m,athletic,74.0,sales / marketing / biz dev,False,False,aries,25.0
31,m,fit,71.0,artistic / musical / writer,True,False,unknown,30.0
50,m,athletic,74.0,executive / management,False,True,virgo,50.0
32,m,fit,66.0,not specified,True,False,cancer,30.0
37,m,athletic,66.0,medicine / health,True,True,libra,35.0
61,f,average,64.0,other,True,True,cancer,60.0
33,m,athletic,69.0,entertainment / media,False,False,gemini,30.0
26,m,fit,66.0,computer / hardware / software,True,True,scorpio,25.0
44,f,athletic,69.0,sales / marketing / biz dev,False,False,gemini,40.0
24,f,athletic,63.0,other,False,False,cancer,20.0
48,m,fit,67.0,entertainment / media,False,True,aries,45.0
28,f,rather not say,67.0,not specified,False,False,cancer,25.0
33,f,average,64.0,other,False,True,scorpio,30.0
35,m,fit,69.0,artistic / musical / writer,True,True,unknown,35.0
23,f,full figured,71.0,student,True,False,pisces,20.0
21,m,athletic,75.0,artistic / musical / writer,False,True,virgo,20.0
25,f,athletic,68.0,banking / financial / real estate,False,True,unknown,25.0
21,f,rather not say,64.0,science / tech / engineering,False,False,libra,20.0
35,m,athletic,69.0,science / tech / engineering,True,True,scorpio,35.0
27,m,rather not say,70.0,student,False,False,unknown,25.0
33,m,fit,70.0,science / tech / engineering,False,True,unknown,30.0
23,m,thin,69.0,medicine / health,False,False,virgo,20.0
33,m,thin,71.0,not specified,True,False,unknown,30.0
48,m,average,71.0,science / tech / engineering,False,False,virgo,45.0
38,f,fit,66.0,education / academia,True,True,unknown,35.0
35,f,curvy,65.0,medicine / health,True,False,aquarius,35.0
21,m,athletic,69.0,entertainment / media,False,True,sagittarius,20.0
57,f,average,61.0,education / academia,False,True,taurus,55.0
24,f,thin,67.0,law / legal services,True,False,libra,20.0
26,m,thin,71.0,executive / management,True,True,cancer,25.0
22,f,skinny,63.0,artistic / musical / writer,False,True,taurus,20.0
41,f,curvy,64.0,executive / management,True,True,virgo,40.0
28,f,average,63.0,science / tech / engineering,True,True,scorpio,25.0
30,m,rather not say,71.0,science / tech / engineering,True,True,gemini,30.0
52,f,thin,63.0,education / academia,False,False,cancer,50.0
25,f,average,66.0,science / tech / engineering,True,True,gemini,25.0
31,m,athletic,72.0,sales / marketing / biz dev,True,False,virgo,30.0
43,f,fit,67.0,education / academia,False,False,capricorn,40.0
60,m,average,72.0,education / academia,False,True,taurus,60.0
19,m,average,66.0,student,True,False,leo,15.0
36,f,athletic,62.0,computer / hardware / software,False,False,gemini,35.0
31,f,skinny,63.0,other,False,False,capricorn,30.0
38,m,thin,68.0,not specified,True,False,unknown,35.0
19,m,fit,67.0,student,False,True,scorpio,15.0
24,m,rather not say,73.0,science / tech / engineering,True,True,cancer,20.0
61,m,athletic,74.0,medicine / health,False,False,aquarius,60.0
46,m,fit,73.0,other,False,True,aries,45.0
55,m,average,70.0,not specified,True,False,sagittarius,55.0
23,m,athletic,74.0,not specified,False,True,unknown,20.0
29,m,fit,65.0,medicine / health,False,True,leo,25.0
30,m,average,67.0,executive / management,False,False,scorpio,30.0
32,m,thin,76.0,entertainment / media,True,True,unknown,30.0
32,f,athletic,64.0,student,True,False,libra,30.0
26,f,fit,64.0,not specified,False,True,cancer,25.0
25,m,athletic,67.0,entertainment / media,True,True,aquarius,25.0
29,f,average,66.0,medicine / health,True,True,pisces,25.0
24,m,skinny,70.0,not specified,True,False,libra,20.0
29,m,rather not say,26.0,military,False,False,capricorn,25.0
24,m,average,66.0,banking / financial / real estate,True,False,aries,20.0
22,m,average,65.0,student,True,False,libra,20.0
26,f,average,71.0,artistic / musical / writer,True,True,libra,25.0
29,f,curvy,65.0,science / tech / engineering,True,True,leo,25.0
31,m,athletic,71.0,sales / marketing / biz dev,False,False,unknown,30.0
28,m,average,71.0,student,False,True,cancer,25.0
23,m,average,66.0,student,False,True,unknown,20.0
30,f,thin,61.0,political / government,True,True,aquarius,30.0
37,m,average,68.0,banking / financial / real estate,False,True,sagittarius,35.0
23,m,skinny,65.0,medicine / health,False,True,taurus,20.0
34,m,athletic,74.0,transportation,False,False,libra,30.0
25,m,athletic,72.0,computer / hardware / software,False,True,taurus,25.0
24,f,rather not say,65.0,student,True,False,cancer,20.0
27,f,rather not say,64.0,not specified,True,False,unknown,25.0
33,m,average,72.0,artistic / musical / writer,True,False,virgo,30.0
28,m,a little extra,73.0,law / legal services,False,True,leo,25.0
37,m,fit,68.0,other,True,True,pisces,35.0
24,f,rather not say,63.0,science / tech / engineering,False,True,taurus,20.0
34,f,average,66.0,student,True,True,pisces,30.0
30,m,athletic,69.0,other,True,True,gemini,30.0
26,m,fit,67.0,computer / hardware / software,True,True,cancer,25.0
34,f,athletic,64.0,other,False,True,libra,30.0
22,f,fit,64.0,other,True,True,gemini,20.0
23,m,used up,95.0,rather not say,True,False,scorpio,20.0
41,m,average,71.0,education / academia,False,False,pisces,40.0
34,m,a little extra,73.0,not specified,True,False,unknown,30.0
32,f,athletic,68.0,other,False,False,virgo,30.0
31,m,a little extra,66.0,computer / hardware / software,True,False,sagittarius,30.0
28,m,fit,72.0,computer / hardware / software,True,True,libra,25.0
35,m,fit,72.0,science / tech / engineering,True,True,leo,35.0
30,f,fit,65.0,not specified,True,False,gemini,30.0
35,f,fit,65.0,entertainment / media,True,False,scorpio,35.0
30,m,athletic,70.0,medicine / health,True,True,cancer,30.0
39,f,fit,65.0,hospitality / travel,True,True,virgo,35.0
21,m,average,68.0,hospitality / travel,False,True,gemini,20.0
26,m,athletic,65.0,law / legal services,False,False,unknown,25.0
30,f,fit,66.0,entertainment / media,True,True,aries,30.0
23,f,skinny,62.0,other,False,False,pisces,20.0
21,m,overweight,69.0,computer / hardware / software,True,True,virgo,20.0
26,m,skinny,68.0,computer / hardware / software,True,True,libra,25.0
34,f,curvy,68.0,entertainment / media,False,False,gemini,30.0
24,m,average,70.0,student,False,True,cancer,20.0
41,f,fit,67.0,artistic / musical / writer,False,True,gemini,40.0
53,m,fit,73.0,medicine / health,False,False,sagittarius,50.0
32,m,skinny,71.0,computer / hardware / software,True,False,unknown,30.0
53,f,a little extra,67.0,other,False,False,virgo,50.0
48,m,average,72.0,entertainment / media,False,True,scorpio,45.0
28,m,thin,70.0,science / tech / engineering,False,True,unknown,25.0
31,f,average,64.0,medicine / health,True,False,gemini,30.0
33,f,thin,69.0,not specified,True,False,gemini,30.0
27,m,average,70.0,education / academia,False,True,libra,25.0
51,f,athletic,60.0,not specified,True,True,capricorn,50.0
25,f,average,66.0,medicine / health,True,True,virgo,25.0
27,m,fit,71.0,unemployed,False,False,taurus,25.0
28,m,athletic,70.0,student,True,False,unknown,25.0
30,f,curvy,65.0,executive / management,False,False,leo,30.0
27,m,skinny,66.0,computer / hardware / software,True,True,cancer,25.0
40,f,athletic,62.0,computer / hardware / software,False,True,cancer,40.0
51,f,average,66.0,other,False,False,libra,50.0
24,f,skinny,62.0,other,False,False,leo,20.0
25,m,athletic,68.0,science / tech / engineering,True,True,pisces,25.0
24,m,athletic,65.0,not specified,False,False,unknown,20.0
24,m,thin,64.0,executive / management,True,True,aquarius,20.0
39,f,athletic,68.0,medicine / health,False,True,capricorn,35.0
28,m,athletic,70.0,not specified,True,False,aquarius,25.0
29,f,curvy,63.0,medicine / health,True,True,aries,25.0
38,m,athletic,66.0,executive / management,True,False,aquarius,35.0
41,m,athletic,71.0,executive / management,True,False,unknown,40.0
30,m,fit,70.0,education / academia,False,True,leo,30.0
38,m,rather not say,68.0,not specified,False,False,unknown,35.0
30,m,fit,70.0,science / tech / engineering,True,True,virgo,30.0
24,m,athletic,72.0,medicine / health,False,True,scorpio,20.0
29,f,average,60.0,student,False,True,aries,25.0
40,m,thin,72.0,medicine / health,False,True,pisces,40.0
37,f,full figured,63.0,artistic / musical / writer,False,False,aries,35.0
49,m,fit,68.0,artistic / musical / writer,True,False,leo,45.0
25,f,full figured,65.0,other,False,True,libra,25.0
21,f,rather not say,71.0,student,True,True,virgo,20.0
31,f,rather not say,63.0,not specified,False,False,leo,30.0
28,m,thin,74.0,not specified,False,True,unknown,25.0
27,f,fit,62.0,not specified,False,False,virgo,25.0
61,f,a little extra,67.0,education / academia,False,True,aries,60.0
26,m,average,70.0,science / tech / engineering,True,False,gemini,25.0
39,m,rather not say,72.0,not specified,True,True,libra,35.0
46,f,rather not say,68.0,not specified,True,True,libra,45.0
44,m,athletic,73.0,other,False,True,gemini,40.0
44,m,thin,68.0,artistic / musical / writer,True,False,libra,40.0
58,m,average,67.0,not specified,True,False,unknown,55.0
40,f,curvy,67.0,clerical / administrative,True,True,scorpio,40.0
43,m,athletic,71.0,education / academia,True,False,virgo,40.0
38,m,skinny,66.0,artistic / musical / writer,True,False,sagittarius,35.0
21,f,curvy,66.0,student,True,True,leo,20.0
41,m,average,67.0,hospitality / travel,False,True,taurus,40.0
40,m,fit,68.0,science / tech / engineering,False,False,aquarius,40.0
28,m,athletic,66.0,science / tech / engineering,True,True,leo,25.0
45,m,average,74.0,rather not say,False,True,taurus,45.0
28,m,average,69.0,law / legal services,True,True,libra,25.0
26,m,athletic,70.0,science / tech / engineering,True,True,taurus,25.0
40,m,thin,69.0,rather not say,False,False,aquarius,40.0
27,m,fit,71.0,computer / hardware / software,True,True,leo,25.0
23,m,skinny,73.0,artistic / musical / writer,True,False,unknown,20.0
26,m,rather not say,69.0,sales / marketing / biz dev,True,True,cancer,25.0
25,m,athletic,67.0,science / tech / engineering,False,True,capricorn,25.0
41,m,average,70.0,executive / management,True,True,capricorn,40.0
36,m,fit,68.0,entertainment / media,True,False,leo,35.0
38,m,athletic,72.0,banking / financial / real estate,False,False,aquarius,35.0
54,m,fit,66.0,medicine / health,False,False,libra,50.0
26,f,athletic,72.0,student,True,False,sagittarius,25.0
47,m,athletic,68.0,other,False,True,gemini,45.0
32,f,rather not say,63.0,not specified,False,True,aries,30.0
27,f,curvy,66.0,hospitality / travel,False,False,scorpio,25.0
25,m,fit,73.0,computer / hardware / software,False,False,capricorn,25.0
35,m,athletic,71.0,other,False,True,taurus,35.0
28,m,fit,71.0,not specified,True,True,taurus,25.0
31,m,fit,74.0,artistic / musical / writer,True,True,gemini,30.0
28,m,used up,70.0,science / tech / engineering,False,True,gemini,25.0
23,m,fit,73.0,computer / hardware / software,True,True,libra,20.0
21,m,fit,69.0,transportation,True,False,cancer,20.0
57,m,athletic,70.0,science / tech / engineering,False,True,unknown,55.0
30,f,average,66.0,education / academia,False,True,gemini,30.0
36,m,fit,67.0,science / tech / engineering,False,True,taurus,35.0
28,m,fit,70.0,computer / hardware / software,True,True,sagittarius,25.0
54,m,athletic,72.0,construction / craftsmanship,False,True,aries,50.0
27,f,a little extra,62.0,not specified,False,False,pisces,25.0
26,m,athletic,68.0,science / tech / engineering,False,False,cancer,25.0
42,m,athletic,70.0,medicine / health,True,False,cancer,40.0
26,m,fit,70.0,not specified,True,False,pisces,25.0
23,m,average,68.0,other,True,True,unknown,20.0
18,m,average,70.0,unemployed,True,True,taurus,15.0
27,f,average,66.0,entertainment / media,True,False,capricorn,25.0
30,f,rather not say,63.0,artistic / musical / writer,False,False,scorpio,30.0
49,m,fit,74.0,other,False,False,sagittarius,45.0
36,m,average,71.0,not specified,True,True,scorpio,35.0
30,f,fit,63.0,medicine / health,True,True,pisces,30.0
29,m,average,67.0,medicine / health,True,True,pisces,25.0
26,m,average,68.0,not specified,True,False,pisces,25.0
25,m,athletic,71.0,entertainment / media,True,False,unknown,25.0
27,m,average,70.0,computer / hardware / software,True,True,leo,25.0
38,m,athletic,74.0,other,False,True,aries,35.0
44,f,a little extra,67.0,medicine / health,False,False,leo,40.0
41,m,fit,66.0,computer / hardware / software,True,False,pisces,40.0
36,m,fit,68.0,clerical / administrative,False,False,unknown,35.0
65,f,average,67.0,artistic / musical / writer,True,True,sagittarius,65.0
23,f,curvy,67.0,medicine / health,False,True,aquarius,20.0
25,m,fit,70.0,computer / hardware / software,False,True,unknown,25.0
26,f,skinny,67.0,other,False,False,aries,25.0
27,f,thin,70.0,artistic / musical / writer,True,True,scorpio,25.0
28,m,athletic,70.0,sales / marketing / biz dev,False,False,unknown,25.0
25,f,overweight,65.0,artistic / musical / writer,False,False,leo,25.0
55,m,athletic,69.0,executive / management,False,True,unknown,55.0
41,m,average,67.0,computer / hardware / software,True,True,capricorn,40.0
20,m,rather not say,84.0,not specified,True,False,virgo,20.0
28,m,thin,74.0,not specified,True,False,aries,25.0
33,m,fit,69.0,computer / hardware / software,True,False,gemini,30.0
23,m,curvy,66.0,medicine / health,False,True,aries,20.0
33,f,fit,67.0,medicine / health,True,False,unknown,30.0
31,m,a little extra,73.0,artistic / musical / writer,False,False,leo,30.0
24,m,fit,70.0,computer / hardware / software,False,False,libra,20.0
26,m,rather not say,75.0,banking / financial / real estate,False,False,unknown,25.0
29,f,athletic,63.0,other,False,False,cancer,25.0
22,m,average,75.0,sales / marketing / biz dev,False,False,libra,20.0
32,m,a little extra,69.0,artistic / musical / writer,True,True,gemini,30.0
47,f,average,67.0,other,False,False,unknown,45.0
23,m,average,69.0,artistic / musical / writer,False,True,aquarius,20.0
50,m,skinny,69.0,education / academia,True,True,unknown,50.0
50,f,curvy,65.0,entertainment / media,False,True,cancer,50.0
60,m,overweight,74.0,artistic / musical / writer,False,False,virgo,60.0
26,f,full figured,64.0,artistic / musical / writer,False,True,aquarius,25.0
23,m,average,65.0,computer / hardware / software,False,False,unknown,20.0
39,m,athletic,70.0,education / academia,True,False,unknown,35.0
47,m,fit,71.0,science / tech / engineering,False,True,scorpio,45.0
37,m,fit,68.0,science / tech / engineering,False,False,pisces,35.0
28,m,athletic,68.0,banking / financial / real estate,True,True,pisces,25.0
28,m,thin,70.0,student,True,False,libra,25.0
32,f,athletic,67.0,other,False,True,aquarius,30.0
27,f,curvy,66.0,artistic / musical / writer,True,True,cancer,25.0
25,f,athletic,64.0,other,True,True,taurus,25.0
36,f,average,69.0,computer / hardware / software,False,False,cancer,35.0
29,f,rather not say,70.0,not specified,True,False,unknown,25.0
39,f,curvy,66.0,artistic / musical / writer,False,True,scorpio,35.0
38,f,average,63.0,artistic / musical / writer,False,True,sagittarius,35.0
49,m,fit,74.0,executive / management,False,False,unknown,45.0
45,m,average,74.0,computer / hardware / software,True,True,leo,45.0
35,f,fit,65.0,not specified,True,False,unknown,35.0
24,m,a little extra,71.0,hospitality / travel,True,True,leo,20.0
37,f,athletic,68.0,executive / management,True,False,capricorn,35.0
54,m,fit,69.0,construction / craftsmanship,True,False,libra,50.0
56,f,average,63.0,other,False,False,virgo,55.0
22,m,athletic,70.0,not specified,False,False,taurus,20.0
44,f,athletic,68.0,not specified,False,True,unknown,40.0
34,f,thin,68.0,banking / financial / real estate,False,False,sagittarius,30.0
45,f,fit,67.0,sales / marketing / biz dev,True,True,virgo,45.0
25,f,fit,65.0,banking / financial / real estate,True,True,sagittarius,25.0
57,m,a little extra,71.0,artistic / musical / writer,True,False,pisces,55.0
28,f,fit,71.0,sales / marketing / biz dev,True,True,pisces,25.0
31,f,average,66.0,other,False,False,aquarius,30.0
51,m,fit,66.0,executive / management,True,False,capricorn,50.0
34,f,fit,63.0,other,True,False,pisces,30.0
51,f,average,71.0,not specified,False,True,gemini,50.0
50,m,athletic,66.0,other,True,True,virgo,50.0
46,m,fit,74.0,medicine / health,False,True,libra,45.0
25,f,average,62.0,computer / hardware / software,False,False,unknown,25.0
53,f,athletic,66.0,other,True,False,capricorn,50.0
31,m,average,71.0,computer / hardware / software,False,False,aquarius,30.0
27,f,curvy,66.0,artistic / musical / writer,True,False,cancer,25.0
22,f,average,58.0,artistic / musical / writer,False,False,libra,20.0
56,f,fit,61.0,other,False,True,libra,55.0
28,m,fit,71.0,artistic / musical / writer,True,False,sagittarius,25.0
22,m,average,68.0,other,False,False,unknown,20.0
25,f,average,70.0,political / government,False,True,libra,25.0
49,f,athletic,68.0,executive / management,True,False,unknown,45.0
25,m,a little extra,63.0,other,False,True,aquarius,25.0
30,f,rather not say,65.0,sales / marketing / biz dev,True,False,aries,30.0
31,m,athletic,71.0,education / academia,True,True,leo,30.0
43,f,fit,63.0,education / academia,True,True,unknown,40.0
23,f,fit,63.0,other,True,True,scorpio,20.0
27,m,used up,70.0,not specified,True,False,unknown,25.0
33,f,curvy,62.0,other,True,True,capricorn,30.0
26,m,average,66.0,other,False,True,unknown,25.0
31,m,average,75.0,other,True,True,unknown,30.0
39,m,fit,73.0,education / academia,True,True,aquarius,35.0
32,m,fit,71.0,not specified,True,False,gemini,30.0
48,m,athletic,68.0,education / academia,False,True,leo,45.0
25,m,fit,72.0,construction / craftsmanship,False,False,sagittarius,25.0
26,m,athletic,67.0,science / tech / engineering,True,False,unknown,25.0
21,f,curvy,64.0,not specified,True,True,taurus,20.0
32,m,rather not say,73.0,not specified,False,False,unknown,30.0
34,f,overweight,69.0,sales / marketing / biz dev,False,True,cancer,30.0
24,f,rather not say,63.0,medicine / health,True,False,virgo,20.0
34,f,athletic,62.0,sales / marketing / biz dev,False,True,libra,30.0
28,f,average,61.0,rather not say,True,False,virgo,25.0
30,f,fit,63.0,education / academia,False,False,aries,30.0
23,f,athletic,64.0,entertainment / media,False,False,gemini,20.0
36,m,rather not say,72.0,computer / hardware / software,True,False,aries,35.0
30,m,fit,74.0,computer / hardware / software,False,False,sagittarius,30.0
25,m,average,68.0,education / academia,False,False,unknown,25.0
31,m,fit,73.0,other,False,False,scorpio,30.0
19,m,athletic,71.0,not specified,True,False,unknown,15.0
35,m,rather not say,68.0,not specified,False,False,unknown,35.0
23,m,fit,67.0,student,False,False,sagittarius,20.0
36,m,average,69.0,science / tech / engineering,True,True,aquarius,35.0
23,m,athletic,67.0,sales / marketing / biz dev,False,True,aries,20.0
29,m,fit,69.0,banking / financial / real estate,False,True,capricorn,25.0
32,f,rather not say,70.0,not specified,True,True,sagittarius,30.0
39,m,athletic,74.0,science / tech / engineering,True,False,capricorn,35.0
52,m,average,69.0,computer / hardware / software,False,True,taurus,50.0
26,m,average,67.0,not specified,False,True,virgo,25.0
35,m,athletic,65.0,entertainment / media,False,True,aries,35.0
31,m,a little extra,74.0,medicine / health,True,False,cancer,30.0
35,m,overweight,68.0,science / tech / engineering,True,True,libra,35.0
30,m,rather not say,73.0,banking / financial / real estate,True,True,aries,30.0
28,m,thin,76.0,computer / hardware / software,True,True,aries,25.0
27,m,average,66.0,artistic / musical / writer,False,True,sagittarius,25.0
35,m,athletic,68.0,sales / marketing / biz dev,False,False,cancer,35.0
34,m,rather not say,69.0,science / tech / engineering,False,True,scorpio,30.0
31,m,fit,67.0,construction / craftsmanship,True,False,virgo,30.0
26,m,a little extra,70.0,executive / management,True,False,virgo,25.0
33,m,fit,69.0,executive / management,False,True,taurus,30.0
26,f,rather not say,61.0,other,False,True,capricorn,25.0
33,f,fit,68.0,other,False,False,cancer,30.0
24,m,average,68.0,science / tech / engineering,False,True,sagittarius,20.0
27,f,average,62.0,student,False,True,capricorn,25.0
28,m,average,71.0,computer / hardware / software,True,True,unknown,25.0
32,f,average,62.0,education / academia,False,False,leo,30.0
